ReservationID,GuestID,BookingTime,PartySize,Channel,TableID,Status,CheckInTime
R0073,G0073,11-07-2025 19:05,4,App,T06,No-Show,
R0074,G0074,11-07-2025 18:37,6,Phone,T07,Confirmed,11-07-2025 18:32
R0075,G0075,11-07-2025 19:56,2,Kiosk,T17,Confirmed,11-07-2025 19:52
R0076,G0076,11-07-2025 19:18,6,Phone,T01,Cancelled,
R0077,G0077,11-07-2025 18:04,4,Kiosk,T16,No-Show,
R0078,G0078,11-07-2025 20:22,10,Web,T06,No-Show,
R0079,G0079,11-07-2025 20:05,7,Web,T07,No-Show,
R0080,G0080,11-07-2025 18:49,3,App,T10,Confirmed,11-07-2025 18:43
R0081,G0081,11-07-2025 18:48,1,Phone,T14,Confirmed,11-07-2025 18:43
R0082,G0082,11-07-2025 19:36,8,Kiosk,T07,Confirmed,11-07-2025 19:33
R0083,G0083,11-07-2025 19:33,2,Kiosk,T05,No-Show,
R0084,G0084,11-07-2025 18:06,4,Kiosk,T18,Confirmed,11-07-2025 18:03
R0085,G0085,11-07-2025 20:23,5,Phone,T05,Confirmed,11-07-2025 20:13
R0086,G0086,11-07-2025 20:56,1,Phone,T17,Confirmed,11-07-2025 20:46
R0087,G0087,11-07-2025 19:47,7,App,T09,Confirmed,11-07-2025 19:43
R0088,G0088,11-07-2025 20:50,4,Kiosk,T18,Cancelled,
R0089,G0089,11-07-2025 19:47,7,Kiosk,T09,No-Show,
R0090,G0090,11-07-2025 19:37,4,Kiosk,T15,No-Show,
R0091,G0091,11-07-2025 21:00,4,Kiosk,T09,No-Show,
R0092,G0092,11-07-2025 18:18,8,Kiosk,T20,No-Show,
R0093,G0093,11-07-2025 21:31,10,App,T16,No-Show,
R0094,G0094,11-07-2025 20:21,10,Web,T07,Confirmed,11-07-2025 20:11
R0095,G0095,11-07-2025 20:27,5,Web,T10,Confirmed,11-07-2025 20:20
R0096,G0096,11-07-2025 20:48,5,Phone,T06,Confirmed,11-07-2025 20:38
R0097,G0097,11-07-2025 18:24,7,Web,T14,Confirmed,11-07-2025 18:23
R0098,G0098,11-07-2025 18:43,3,Kiosk,T02,Confirmed,11-07-2025 18:43
R0099,G0099,11-07-2025 19:42,6,App,T04,Confirmed,11-07-2025 19:33
R0100,G0100,11-07-2025 19:28,6,App,T12,Confirmed,11-07-2025 19:22
R0101,G0101,11-07-2025 21:59,5,Web,T09,Confirmed,11-07-2025 21:52
R0102,G0102,11-07-2025 19:42,6,Kiosk,T11,Confirmed,11-07-2025 19:34
R0103,G0103,11-07-2025 18:41,7,Phone,T08,Cancelled,
R0104,G0104,11-07-2025 18:48,6,Phone,T10,No-Show,
R0105,G0105,11-07-2025 19:02,3,Phone,T01,Confirmed,11-07-2025 19:01
R0106,G0106,11-07-2025 21:29,7,App,T11,No-Show,
R0107,G0107,11-07-2025 20:20,9,Kiosk,T18,Confirmed,11-07-2025 20:16
R0108,G0108,11-07-2025 20:57,10,App,T03,Confirmed,11-07-2025 20:57
R0109,G0109,11-07-2025 18:37,6,Kiosk,T01,No-Show,
R0110,G0110,11-07-2025 21:16,1,Phone,T15,Confirmed,11-07-2025 21:09
R0111,G0111,11-07-2025 18:42,8,Web,T11,Confirmed,11-07-2025 18:40
R0112,G0112,11-07-2025 18:43,8,App,T01,Confirmed,11-07-2025 18:36
R0113,G0113,11-07-2025 20:36,7,Kiosk,T08,No-Show,
R0114,G0114,11-07-2025 19:43,10,Phone,T18,Confirmed,11-07-2025 19:39
R0115,G0115,11-07-2025 19:23,5,Kiosk,T19,Confirmed,11-07-2025 19:13
R0116,G0116,11-07-2025 21:24,8,Web,T11,Confirmed,11-07-2025 21:24
R0117,G0117,11-07-2025 19:04,4,Web,T12,No-Show,
R0118,G0118,11-07-2025 21:44,6,App,T03,No-Show,
R0119,G0119,11-07-2025 18:19,3,Kiosk,T10,Confirmed,11-07-2025 18:16
R0120,G0120,11-07-2025 19:16,3,Phone,T16,Confirmed,11-07-2025 19:11
R0121,G0121,11-07-2025 20:45,10,Web,T08,Confirmed,11-07-2025 20:40
R0122,G0122,11-07-2025 19:22,6,Phone,T04,Confirmed,11-07-2025 19:13
R0123,G0123,11-07-2025 21:45,2,Web,T13,Confirmed,11-07-2025 21:45
R0124,G0124,11-07-2025 21:37,6,App,T04,Confirmed,11-07-2025 21:34
R0125,G0125,11-07-2025 19:09,2,Kiosk,T19,Cancelled,
R0126,G0126,11-07-2025 21:02,7,Kiosk,T20,No-Show,
R0127,G0127,11-07-2025 20:20,7,Phone,T05,No-Show,
R0128,G0128,11-07-2025 18:05,8,Kiosk,T12,No-Show,
R0129,G0129,11-07-2025 19:05,9,Phone,T06,Confirmed,11-07-2025 18:58
R0130,G0130,11-07-2025 20:46,8,Phone,T12,Confirmed,11-07-2025 20:45
R0131,G0131,11-07-2025 19:37,3,Web,T17,Cancelled,
R0132,G0132,11-07-2025 19:17,6,App,T02,Confirmed,11-07-2025 19:17
R0133,G0133,11-07-2025 20:41,1,Kiosk,T10,No-Show,
R0134,G0134,11-07-2025 20:16,2,Kiosk,T09,Confirmed,11-07-2025 20:08
R0135,G0135,11-07-2025 18:27,10,Kiosk,T14,No-Show,
R0136,G0136,11-07-2025 21:41,5,Phone,T09,No-Show,
R0137,G0137,11-07-2025 19:26,4,App,T16,Confirmed,11-07-2025 19:17
R0138,G0138,11-07-2025 20:30,10,Phone,T04,Confirmed,11-07-2025 20:25
R0139,G0139,11-07-2025 19:54,10,Web,T06,Confirmed,11-07-2025 19:45
R0140,G0140,11-07-2025 18:09,10,Kiosk,T14,Confirmed,11-07-2025 17:59
R0141,G0141,11-07-2025 21:44,10,Kiosk,T16,Confirmed,11-07-2025 21:42
R0142,G0142,11-07-2025 19:20,8,Phone,T08,Cancelled,
R0143,G0143,11-07-2025 19:00,1,Web,T14,No-Show,
R0144,G0144,11-07-2025 20:37,9,Kiosk,T20,Confirmed,11-07-2025 20:34
R0145,G0145,11-07-2025 20:46,7,Phone,T10,No-Show,
R0146,G0146,11-07-2025 19:10,5,App,T18,Confirmed,11-07-2025 19:02
R0147,G0147,11-07-2025 20:44,9,Web,T07,No-Show,
R0148,G0148,11-07-2025 19:40,6,Phone,T05,Confirmed,11-07-2025 19:30
R0149,G0149,11-07-2025 20:20,10,Kiosk,T05,Confirmed,11-07-2025 20:12
R0150,G0150,11-07-2025 19:50,6,Web,T01,Confirmed,11-07-2025 19:44
R0151,G0151,11-07-2025 19:31,4,Web,T02,Confirmed,11-07-2025 19:22
R0152,G0152,11-07-2025 18:38,6,Web,T02,No-Show,
R0153,G0153,11-07-2025 20:16,7,Kiosk,T05,No-Show,
R0154,G0154,11-07-2025 21:54,8,Kiosk,T06,Cancelled,
R0155,G0155,11-07-2025 18:27,3,Kiosk,T03,No-Show,
R0156,G0156,11-07-2025 18:05,9,Web,T14,Confirmed,11-07-2025 18:00
R0157,G0157,11-07-2025 21:24,1,Kiosk,T18,Confirmed,11-07-2025 21:20
R0158,G0158,11-07-2025 18:57,10,Web,T02,No-Show,
R0159,G0159,11-07-2025 21:32,5,App,T11,No-Show,
R0160,G0160,11-07-2025 18:54,10,Kiosk,T11,No-Show,
R0161,G0161,11-07-2025 20:50,9,Kiosk,T06,Confirmed,11-07-2025 20:41
R0162,G0162,11-07-2025 18:37,10,Kiosk,T18,Confirmed,11-07-2025 18:30
R0163,G0163,11-07-2025 21:51,10,Kiosk,T06,Confirmed,11-07-2025 21:44
R0164,G0164,11-07-2025 19:54,7,Phone,T19,Cancelled,
R0165,G0165,11-07-2025 20:14,10,Web,T02,Cancelled,
R0166,G0166,11-07-2025 19:14,9,Kiosk,T19,Cancelled,
R0167,G0167,11-07-2025 21:40,10,Web,T13,No-Show,
R0168,G0168,11-07-2025 18:58,10,Web,T14,Confirmed,11-07-2025 18:52
R0169,G0169,11-07-2025 19:07,10,Kiosk,T10,No-Show,
R0170,G0170,11-07-2025 21:04,9,Kiosk,T16,Confirmed,11-07-2025 20:55
R0171,G0171,11-07-2025 20:28,9,Phone,T17,No-Show,
R0172,G0172,11-07-2025 19:17,4,Web,T06,Confirmed,11-07-2025 19:09
R0173,G0173,11-07-2025 20:45,1,Web,T03,Cancelled,
R0174,G0174,11-07-2025 19:29,5,App,T07,Confirmed,11-07-2025 19:27
R0175,G0175,11-07-2025 20:50,6,Web,T01,No-Show,
R0176,G0176,11-07-2025 18:24,2,App,T19,Confirmed,11-07-2025 18:17
R0177,G0177,11-07-2025 18:12,4,Web,T19,No-Show,
R0178,G0178,11-07-2025 21:03,3,Web,T20,Confirmed,11-07-2025 20:56
R0179,G0179,11-07-2025 19:00,5,Phone,T12,No-Show,
R0180,G0180,11-07-2025 19:03,5,Web,T11,No-Show,
R0181,G0181,11-07-2025 21:55,10,Phone,T01,No-Show,
R0182,G0182,11-07-2025 19:27,8,App,T17,Confirmed,11-07-2025 19:27
R0183,G0183,11-07-2025 21:45,10,Kiosk,T13,Confirmed,11-07-2025 21:43
R0184,G0184,11-07-2025 21:42,8,Phone,T16,Confirmed,11-07-2025 21:36
R0185,G0185,11-07-2025 19:06,3,App,T16,Confirmed,11-07-2025 19:00
R0186,G0186,11-07-2025 19:56,3,Kiosk,T10,Confirmed,11-07-2025 19:52
R0187,G0187,11-07-2025 20:21,10,App,T02,Confirmed,11-07-2025 20:12
R0188,G0188,11-07-2025 20:12,10,App,T06,Confirmed,11-07-2025 20:10
R0189,G0189,11-07-2025 20:09,9,App,T01,Confirmed,11-07-2025 19:59
R0190,G0190,11-07-2025 19:14,1,App,T12,Confirmed,11-07-2025 19:06
R0191,G0191,11-07-2025 18:38,2,Kiosk,T17,Confirmed,11-07-2025 18:34
R0192,G0192,11-07-2025 21:43,3,App,T17,Cancelled,
R0193,G0193,11-07-2025 18:44,7,App,T04,Confirmed,11-07-2025 18:39
R0194,G0194,11-07-2025 18:17,5,Web,T02,Confirmed,11-07-2025 18:17
R0195,G0195,11-07-2025 18:57,4,App,T19,Confirmed,11-07-2025 18:52
R0196,G0196,11-07-2025 21:38,2,Phone,T05,Confirmed,11-07-2025 21:29
R0197,G0197,11-07-2025 19:08,2,Phone,T12,No-Show,
R0198,G0198,11-07-2025 20:05,5,Phone,T05,Confirmed,11-07-2025 19:55
R0199,G0199,11-07-2025 20:10,5,App,T06,Confirmed,11-07-2025 20:03
R0200,G0200,11-07-2025 18:14,4,Kiosk,T02,Confirmed,11-07-2025 18:07
R0201,G0201,11-07-2025 18:52,4,Phone,T16,Confirmed,11-07-2025 18:42
R0202,G0202,11-07-2025 21:39,4,Kiosk,T20,Cancelled,
R0203,G0203,11-07-2025 20:11,3,Web,T14,No-Show,
R0204,G0204,11-07-2025 19:28,9,Web,T09,Confirmed,11-07-2025 19:28
R0205,G0205,11-07-2025 19:49,9,Kiosk,T08,Confirmed,11-07-2025 19:40
R0206,G0206,11-07-2025 20:21,1,Kiosk,T14,Confirmed,11-07-2025 20:18
R0207,G0207,11-07-2025 21:52,1,App,T13,Confirmed,11-07-2025 21:44
R0208,G0208,11-07-2025 21:31,2,Kiosk,T13,Confirmed,11-07-2025 21:27
R0209,G0209,11-07-2025 19:09,10,Phone,T03,Confirmed,11-07-2025 19:00
R0210,G0210,11-07-2025 21:12,5,Phone,T20,No-Show,
R0211,G0211,11-07-2025 19:49,3,Web,T09,Confirmed,11-07-2025 19:49
R0212,G0212,11-07-2025 19:12,9,Kiosk,T16,Confirmed,11-07-2025 19:11
R0213,G0213,11-07-2025 21:41,6,Kiosk,T02,Confirmed,11-07-2025 21:34
R0214,G0214,11-07-2025 18:02,4,Web,T10,Confirmed,11-07-2025 17:59
R0215,G0215,11-07-2025 19:13,5,Kiosk,T10,Confirmed,11-07-2025 19:10
R0216,G0216,11-07-2025 18:13,9,Web,T10,Confirmed,11-07-2025 18:11
R0217,G0217,11-07-2025 20:36,4,Kiosk,T17,Confirmed,11-07-2025 20:36
R0218,G0218,11-07-2025 20:04,7,Kiosk,T05,Confirmed,11-07-2025 19:58
R0219,G0219,11-07-2025 20:12,2,Kiosk,T02,Confirmed,11-07-2025 20:04
R0220,G0220,11-07-2025 20:56,5,Phone,T15,Cancelled,
R0221,G0221,11-07-2025 19:29,1,Kiosk,T08,Confirmed,11-07-2025 19:24
R0222,G0222,11-07-2025 18:22,6,Web,T12,Confirmed,11-07-2025 18:18
R0223,G0223,11-07-2025 19:16,1,Phone,T12,Confirmed,11-07-2025 19:09
R0224,G0224,11-07-2025 18:17,8,App,T12,Confirmed,11-07-2025 18:16
R0225,G0225,11-07-2025 18:42,9,Kiosk,T04,Confirmed,11-07-2025 18:33
R0226,G0226,11-07-2025 19:44,7,Web,T19,Confirmed,11-07-2025 19:34
R0227,G0227,11-07-2025 19:49,10,App,T12,No-Show,
R0228,G0228,11-07-2025 20:09,5,Phone,T17,No-Show,
R0229,G0229,11-07-2025 18:26,1,Web,T18,Confirmed,11-07-2025 18:25
R0230,G0230,11-07-2025 18:17,3,Kiosk,T08,No-Show,
R0231,G0231,11-07-2025 20:27,1,Kiosk,T18,Confirmed,11-07-2025 20:22
R0232,G0232,11-07-2025 21:03,6,Phone,T14,Cancelled,
R0233,G0233,11-07-2025 20:58,7,Phone,T19,Confirmed,11-07-2025 20:55
R0234,G0234,11-07-2025 19:05,7,Phone,T08,No-Show,
R0235,G0235,11-07-2025 19:44,8,Web,T14,Confirmed,11-07-2025 19:42
R0236,G0236,11-07-2025 18:10,3,Phone,T02,Confirmed,11-07-2025 18:08
R0237,G0237,11-07-2025 21:48,10,Phone,T17,Confirmed,11-07-2025 21:46
R0238,G0238,11-07-2025 21:50,3,Kiosk,T14,No-Show,
R0239,G0239,11-07-2025 19:52,5,App,T02,Confirmed,11-07-2025 19:50
R0240,G0240,11-07-2025 18:59,6,Phone,T19,Confirmed,11-07-2025 18:56
R0241,G0241,11-07-2025 19:15,7,Kiosk,T05,Confirmed,11-07-2025 19:12
R0242,G0242,11-07-2025 19:51,3,Web,T09,Confirmed,11-07-2025 19:49
R0243,G0243,11-07-2025 18:59,10,App,T15,Confirmed,11-07-2025 18:49
R0244,G0244,11-07-2025 21:56,7,Web,T01,No-Show,
R0245,G0245,11-07-2025 19:26,10,Web,T07,Confirmed,11-07-2025 19:20
R0246,G0246,11-07-2025 21:03,7,App,T02,No-Show,
R0247,G0247,11-07-2025 18:25,3,Web,T07,Confirmed,11-07-2025 18:17
R0248,G0248,11-07-2025 20:52,5,Phone,T01,Cancelled,
R0249,G0249,11-07-2025 21:57,5,App,T20,Confirmed,11-07-2025 21:57
R0250,G0250,11-07-2025 18:22,4,Phone,T12,Confirmed,11-07-2025 18:13
R0251,G0251,11-07-2025 19:35,2,App,T04,Confirmed,11-07-2025 19:33
R0252,G0252,11-07-2025 20:23,5,Kiosk,T09,Confirmed,11-07-2025 20:21
R0253,G0253,11-07-2025 20:47,6,Phone,T16,Confirmed,11-07-2025 20:45
R0254,G0254,11-07-2025 18:10,3,Kiosk,T02,Confirmed,11-07-2025 18:10
R0255,G0255,11-07-2025 18:26,7,Kiosk,T08,Confirmed,11-07-2025 18:22
R0256,G0256,11-07-2025 19:33,1,App,T15,Confirmed,11-07-2025 19:30
R0257,G0257,11-07-2025 21:51,6,Kiosk,T03,No-Show,
R0258,G0258,11-07-2025 19:42,3,Web,T09,Confirmed,11-07-2025 19:40
R0259,G0259,11-07-2025 20:00,1,App,T12,Confirmed,11-07-2025 19:53
R0260,G0260,11-07-2025 18:59,9,Phone,T05,Confirmed,11-07-2025 18:53
R0261,G0261,11-07-2025 19:09,4,Kiosk,T09,Confirmed,11-07-2025 19:01
R0262,G0262,11-07-2025 20:47,2,App,T03,Cancelled,
R0263,G0263,11-07-2025 19:48,5,Kiosk,T15,Confirmed,11-07-2025 19:44
R0264,G0264,11-07-2025 19:55,7,Kiosk,T10,No-Show,
R0265,G0265,11-07-2025 21:43,6,Kiosk,T03,No-Show,
R0266,G0266,11-07-2025 21:08,4,App,T15,Confirmed,11-07-2025 20:59
R0267,G0267,11-07-2025 19:44,6,App,T11,Confirmed,11-07-2025 19:38
R0268,G0268,11-07-2025 19:49,1,Kiosk,T08,Confirmed,11-07-2025 19:47
R0269,G0269,11-07-2025 20:11,6,Kiosk,T19,Confirmed,11-07-2025 20:03
R0270,G0270,11-07-2025 20:03,7,Phone,T02,No-Show,
R0271,G0271,11-07-2025 18:07,6,App,T13,Confirmed,11-07-2025 17:57
R0272,G0272,11-07-2025 21:09,9,App,T09,Confirmed,11-07-2025 21:05
R0273,G0273,11-07-2025 21:26,1,App,T04,Confirmed,11-07-2025 21:26
R0274,G0274,11-07-2025 18:22,1,Kiosk,T08,Confirmed,11-07-2025 18:19
R0275,G0275,11-07-2025 20:29,10,Web,T12,Confirmed,11-07-2025 20:25
R0276,G0276,11-07-2025 21:46,3,Kiosk,T19,No-Show,
R0277,G0277,11-07-2025 18:05,4,Phone,T15,Confirmed,11-07-2025 17:56
R0278,G0278,11-07-2025 20:31,3,Phone,T16,Confirmed,11-07-2025 20:26
R0279,G0279,11-07-2025 20:54,3,Web,T11,Confirmed,11-07-2025 20:45
R0280,G0280,11-07-2025 18:33,1,Phone,T04,Confirmed,11-07-2025 18:25
R0281,G0281,11-07-2025 19:32,6,App,T12,Confirmed,11-07-2025 19:26
R0282,G0282,11-07-2025 20:06,1,App,T01,Confirmed,11-07-2025 20:01
R0283,G0283,11-07-2025 20:31,10,Kiosk,T01,Confirmed,11-07-2025 20:27
R0284,G0284,11-07-2025 19:43,10,Phone,T01,Confirmed,11-07-2025 19:39
R0285,G0285,11-07-2025 18:27,3,Kiosk,T13,No-Show,
R0286,G0286,11-07-2025 21:31,10,Web,T10,Confirmed,11-07-2025 21:23
R0287,G0287,11-07-2025 19:32,7,App,T03,Confirmed,11-07-2025 19:29
R0288,G0288,11-07-2025 20:48,10,Kiosk,T07,Cancelled,
R0289,G0289,11-07-2025 18:47,1,App,T13,Confirmed,11-07-2025 18:39
R0290,G0290,11-07-2025 21:13,5,App,T14,Confirmed,11-07-2025 21:13
R0291,G0291,11-07-2025 21:48,2,Kiosk,T19,Confirmed,11-07-2025 21:43
R0292,G0292,11-07-2025 20:17,2,Kiosk,T07,No-Show,
R0293,G0293,11-07-2025 18:05,2,Kiosk,T04,Confirmed,11-07-2025 17:59
R0294,G0294,11-07-2025 19:32,7,App,T10,Confirmed,11-07-2025 19:28
R0295,G0295,11-07-2025 18:41,9,App,T06,Confirmed,11-07-2025 18:35
R0296,G0296,11-07-2025 21:35,10,Web,T08,Confirmed,11-07-2025 21:29
R0297,G0297,11-07-2025 19:09,1,App,T02,Confirmed,11-07-2025 19:07
R0298,G0298,11-07-2025 19:47,2,Web,T14,Confirmed,11-07-2025 19:45
R0299,G0299,11-07-2025 18:31,10,Kiosk,T04,Confirmed,11-07-2025 18:23
R0300,G0300,11-07-2025 18:05,1,App,T07,Confirmed,11-07-2025 17:55
R0301,G0301,11-07-2025 21:07,7,Phone,T03,Confirmed,11-07-2025 21:01
R0302,G0302,11-07-2025 19:25,2,Web,T05,Confirmed,11-07-2025 19:25
R0303,G0303,11-07-2025 19:14,4,Phone,T06,Confirmed,11-07-2025 19:06
R0304,G0304,11-07-2025 19:58,1,Web,T04,Confirmed,11-07-2025 19:49
R0305,G0305,11-07-2025 21:51,1,App,T10,Cancelled,
R0306,G0306,11-07-2025 19:45,9,Kiosk,T17,No-Show,
R0307,G0307,11-07-2025 21:34,2,Kiosk,T06,Confirmed,11-07-2025 21:25
R0308,G0308,11-07-2025 19:10,4,Web,T04,Confirmed,11-07-2025 19:01
R0309,G0309,11-07-2025 18:17,5,Web,T08,Confirmed,11-07-2025 18:10
R0310,G0310,11-07-2025 21:47,3,Web,T09,Confirmed,11-07-2025 21:45
R0311,G0311,11-07-2025 20:56,10,App,T03,Confirmed,11-07-2025 20:51
R0312,G0312,11-07-2025 18:12,3,App,T18,Confirmed,11-07-2025 18:06
R0313,G0313,11-07-2025 18:21,7,Phone,T01,Cancelled,
R0314,G0314,11-07-2025 18:25,10,Phone,T08,No-Show,
R0315,G0315,11-07-2025 18:29,2,Web,T01,No-Show,
R0316,G0316,11-07-2025 21:34,7,Kiosk,T01,Cancelled,
R0317,G0317,11-07-2025 19:57,2,Web,T10,No-Show,
R0318,G0318,11-07-2025 21:21,7,Web,T04,Confirmed,11-07-2025 21:17
R0319,G0319,11-07-2025 20:23,1,Phone,T15,Confirmed,11-07-2025 20:15
R0320,G0320,11-07-2025 19:10,2,Web,T18,No-Show,
R0321,G0321,11-07-2025 21:22,4,Web,T05,No-Show,
R0322,G0322,11-07-2025 18:28,4,Phone,T16,No-Show,
R0323,G0323,11-07-2025 20:15,8,Web,T12,No-Show,
R0324,G0324,11-07-2025 21:51,3,Kiosk,T03,Confirmed,11-07-2025 21:49
R0325,G0325,11-07-2025 18:36,6,Phone,T01,Confirmed,11-07-2025 18:27
R0326,G0326,11-07-2025 18:24,10,App,T18,Confirmed,11-07-2025 18:14
R0327,G0327,11-07-2025 20:52,10,Phone,T18,Confirmed,11-07-2025 20:50
R0328,G0328,11-07-2025 20:51,10,Phone,T16,Confirmed,11-07-2025 20:47
R0329,G0329,11-07-2025 21:38,6,Web,T14,No-Show,
R0330,G0330,11-07-2025 21:38,6,App,T12,Confirmed,11-07-2025 21:34
R0331,G0331,11-07-2025 20:34,7,Web,T10,Cancelled,
R0332,G0332,11-07-2025 21:10,8,Phone,T20,Confirmed,11-07-2025 21:08
R0333,G0333,11-07-2025 18:25,8,Phone,T07,No-Show,
R0334,G0334,11-07-2025 19:11,3,Web,T15,Confirmed,11-07-2025 19:03
R0335,G0335,11-07-2025 19:14,8,Kiosk,T12,Confirmed,11-07-2025 19:11
